customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn,tenure_group,total_services,avg_monthly_spend_ratio,high_risk_flag,payment_risk_flag,contract_ordinal
8434-VGEQQ,Male,False,True,True,61,Two year,False,Credit card (automatic),20.55,1305.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,21.41,0,0,2
4952-YSOGZ,Female,False,True,True,4,Month-to-month,True,Electronic check,85.95,381.3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,True,0-12,1,95.32,1,1,0
1589-AGTLK,Male,False,False,False,3,Month-to-month,True,Electronic check,45.35,141.5,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,47.17,1,1,0
5244-IRFIH,Male,True,True,False,33,Month-to-month,True,Electronic check,94.5,3105.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,25-48,2,94.11,0,1,0
6549-YMFAW,Male,True,True,False,9,Month-to-month,True,Mailed check,21.25,204.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,22.73,0,1,0
4950-HKQTE,Female,False,False,False,22,Two year,False,Mailed check,26.25,605.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,27.54,0,1,2
6786-OBWQR,Female,False,True,True,5,Month-to-month,True,Electronic check,80.85,356.1,Yes,No,Fiber optic,No,No,No,No,Yes,No,False,0-12,1,71.22,1,1,0
2684-EIWEO,Female,True,False,False,30,Month-to-month,False,Credit card (automatic),91.7,2758.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,True,25-48,3,91.94,0,0,0
2753-JMMCV,Male,False,False,False,65,Two year,True,Credit card (automatic),74.2,4805.65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,False,49+,4,73.93,0,0,2
6439-GTPCA,Female,False,False,False,45,Month-to-month,True,Electronic check,87.25,3941.7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,True,25-48,2,87.59,0,1,0
6621-YOBKI,Male,False,False,False,5,Month-to-month,False,Mailed check,20.35,92.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,18.55,0,1,0
1216-JWVUX,Male,False,True,True,25,Month-to-month,True,Electronic check,75.5,1901.05,Yes,No,Fiber optic,No,Yes,No,No,No,No,False,25-48,1,76.04,0,1,0
7564-GHCVB,Female,False,True,True,72,Two year,False,Bank transfer (automatic),79.05,5730.7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,False,49+,1,79.59,0,0,2
7595-EHCDL,Male,False,True,True,32,Month-to-month,False,Credit card (automatic),50.6,1653.45,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,False,25-48,3,51.67,0,0,0
6647-ZEDXT,Female,False,False,False,30,One year,False,Credit card (automatic),110.45,3327.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,25-48,5,110.9,0,0,1
2521-NPUZR,Male,False,True,False,70,Two year,False,Credit card (automatic),101.0,7085.5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,False,49+,5,101.22,0,0,2
1307-TVUFB,Male,True,False,False,42,Month-to-month,True,Bank transfer (automatic),79.35,3344.1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,False,25-48,1,79.62,0,0,0
7503-MIOGA,Female,True,True,False,72,Two year,True,Bank transfer (automatic),89.85,6697.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,93.02,0,0,2
4381-MHQDC,Female,False,False,False,47,Two year,True,Mailed check,65.0,2879.9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,False,25-48,3,61.27,0,1,2
6923-JHPMP,Female,False,False,False,2,Month-to-month,True,Electronic check,80.45,137.1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,False,0-12,2,68.55,1,1,0
5138-WVKYJ,Male,False,False,False,10,Month-to-month,False,Electronic check,98.55,1008.55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,True,0-12,3,100.85,0,1,0
4018-PPNDW,Female,False,True,True,61,Two year,True,Mailed check,24.1,1551.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,25.44,0,1,2
1635-FJFCC,Female,False,False,False,5,Month-to-month,True,Credit card (automatic),44.05,202.15,Yes,No,DSL,No,No,No,No,No,No,False,0-12,0,40.43,1,0,0
2499-AJYUA,Female,True,True,False,72,Two year,True,Credit card (automatic),110.8,7882.25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,109.48,0,0,2
6919-ELBGL,Male,True,True,True,72,Two year,True,Bank transfer (automatic),114.95,8196.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,113.84,0,0,2
3966-HRMZA,Female,True,False,False,3,Month-to-month,False,Mailed check,75.05,202.9,Yes,No,Fiber optic,No,No,Yes,No,No,No,False,0-12,1,67.63,1,1,0
6425-JWTDV,Male,False,True,False,48,Two year,False,Mailed check,19.25,855.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,17.81,0,1,2
8405-IGQFX,Female,False,False,False,63,One year,True,Credit card (automatic),90.05,5817.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,False,49+,3,92.33,0,0,1
8224-IVVPA,Female,False,False,False,27,Month-to-month,True,Mailed check,56.7,1652.95,Yes,No,DSL,Yes,Yes,No,No,No,No,False,25-48,2,61.22,0,1,0
9477-LGWQI,Male,False,True,True,70,Two year,True,Credit card (automatic),80.15,5600.15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,False,49+,5,80.0,0,0,2
1410-RSCMR,Male,False,True,True,7,Month-to-month,True,Credit card (automatic),71.35,515.75,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,False,0-12,4,73.68,0,0,0
3115-CZMZD,Male,False,False,True,0,Two year,False,Mailed check,20.25,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.25,0,1,2
0139-IVFJG,Female,False,True,False,2,Month-to-month,False,Electronic check,90.35,190.5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,False,0-12,3,95.25,1,1,0
6683-VLCTZ,Male,True,False,False,20,Month-to-month,True,Electronic check,98.55,1842.8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,13-24,3,92.14,0,1,0
5730-DBDSI,Male,False,False,False,66,Two year,False,Bank transfer (automatic),19.7,1253.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.0,0,0,2
0030-FNXPP,Female,False,False,False,3,Month-to-month,False,Mailed check,19.85,57.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,19.07,0,1,0
2189-WWOEW,Female,False,False,True,15,Month-to-month,True,Bank transfer (automatic),85.9,1269.55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,True,13-24,2,84.64,0,0,0
5684-FJVYR,Female,False,True,True,72,Two year,True,Bank transfer (automatic),90.35,6563.4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,False,49+,3,91.16,0,0,2
4013-GUXND,Male,False,False,False,1,Month-to-month,False,Mailed check,20.8,20.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.8,0,1,0
1894-IGFSG,Female,False,False,False,22,Month-to-month,False,Electronic check,89.25,1907.85,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,True,13-24,2,86.72,0,1,0
7379-POKDZ,Male,False,True,False,3,Month-to-month,True,Electronic check,70.3,208.85,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.62,1,1,0
1266-NZYUI,Female,False,True,True,72,Two year,False,Bank transfer (automatic),66.85,4758.8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,False,49+,3,66.09,0,0,2
7969-FFOWG,Male,False,True,True,65,Two year,False,Mailed check,19.9,1292.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.89,0,1,2
4718-DHSMV,Female,False,False,False,11,Month-to-month,True,Mailed check,35.8,363.15,No,No phone service,DSL,No,No,No,No,Yes,No,False,0-12,1,33.01,0,1,0
5175-WLYXL,Male,False,False,False,22,Month-to-month,True,Mailed check,78.85,1600.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,False,13-24,1,72.74,0,1,0
7817-OMJNA,Male,False,False,False,14,One year,False,Bank transfer (automatic),20.4,275.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,19.69,0,0,1
8728-SKJLR,Male,False,False,False,41,Month-to-month,True,Electronic check,74.25,3089.1,Yes,No,Fiber optic,No,No,No,Yes,No,No,False,25-48,1,75.34,0,1,0
3137-NYQQI,Male,False,True,False,17,One year,False,Mailed check,64.8,1175.6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,False,13-24,3,69.15,0,1,1
7706-DZNKK,Male,False,False,False,11,Month-to-month,True,Credit card (automatic),20.45,237.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,21.57,0,0,0
0236-HFWSV,Male,False,False,False,15,Month-to-month,True,Electronic check,93.35,1444.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,13-24,2,96.31,0,1,0
3900-AQPHZ,Female,False,False,False,1,Month-to-month,False,Mailed check,19.9,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,19.9,0,1,0
5842-POCOP,Female,False,True,False,5,Month-to-month,True,Mailed check,88.9,454.15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,True,0-12,3,90.83,1,1,0
2037-XJFUP,Male,False,True,False,33,One year,True,Electronic check,95.8,3036.75,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,True,25-48,3,92.02,0,1,1
8823-RLPWL,Female,False,True,False,72,Two year,True,Credit card (automatic),110.65,8065.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,False,49+,5,112.02,0,0,2
9505-SQFSW,Female,False,True,True,3,Month-to-month,False,Mailed check,40.3,92.5,No,No phone service,DSL,No,Yes,No,No,No,Yes,False,0-12,2,30.83,1,1,0
7314-OXENN,Male,False,False,False,2,Month-to-month,True,Electronic check,82.0,184.65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,True,0-12,1,92.32,1,1,0
3758-CKOQL,Female,False,True,False,59,One year,True,Credit card (automatic),107.0,6152.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,False,49+,5,104.28,0,0,1
0322-CHQRU,Male,False,False,False,2,Month-to-month,False,Electronic check,45.35,89.5,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,44.75,1,1,0
5676-CFLYY,Male,False,True,True,71,Two year,True,Credit card (automatic),73.35,5154.5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,False,49+,4,72.6,0,0,2
7521-AFHAB,Female,False,True,True,5,Month-to-month,False,Mailed check,44.8,220.45,Yes,No,DSL,No,No,No,No,No,No,False,0-12,0,44.09,1,1,0
0285-INHLN,Male,False,True,True,27,Month-to-month,True,Credit card (automatic),54.75,1510.3,Yes,No,DSL,Yes,Yes,No,No,No,No,False,25-48,2,55.94,0,0,0
4678-DVQEO,Female,False,False,False,1,Month-to-month,True,Electronic check,52.2,52.2,Yes,No,DSL,No,No,No,Yes,No,No,True,0-12,1,52.2,0,1,0
5125-CNDSP,Male,False,False,True,63,One year,True,Bank transfer (automatic),40.6,2588.95,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,False,49+,3,41.09,0,0,1
0691-IFBQW,Female,True,False,False,46,One year,True,Electronic check,110.0,4874.8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,True,25-48,5,105.97,0,1,1
4992-LTJNE,Male,False,True,True,72,Two year,False,Bank transfer (automatic),55.3,3983.6,Yes,Yes,DSL,Yes,No,No,No,No,No,False,49+,1,55.33,0,0,2
2202-OUTMO,Female,False,True,False,34,Month-to-month,True,Bank transfer (automatic),60.85,2003.6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,False,25-48,2,58.93,0,0,0
0810-BDHAW,Female,False,True,True,24,One year,False,Electronic check,78.4,1832.4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,False,13-24,4,76.35,0,1,1
0229-LFJAF,Male,False,False,False,72,Two year,False,Bank transfer (automatic),69.65,4908.25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,False,49+,4,68.17,0,0,2
7131-ZQZNK,Female,False,True,True,60,Two year,False,Credit card (automatic),59.85,3590.2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,False,49+,5,59.84,0,0,2
3442-ZHHCC,Male,False,False,False,68,One year,True,Credit card (automatic),76.9,5023.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,False,49+,4,73.87,0,0,1
5726-CVNYA,Female,False,True,True,8,Two year,True,Mailed check,19.85,146.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,18.32,0,1,2
9871-ELEYA,Female,False,False,True,34,Two year,False,Credit card (automatic),67.65,2339.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,False,25-48,4,68.8,0,0,2
4257-GAESD,Female,False,False,False,6,Month-to-month,False,Credit card (automatic),45.0,298.7,No,No phone service,DSL,No,No,No,No,Yes,Yes,False,0-12,2,49.78,0,0,0
5173-WXOQV,Male,False,True,False,2,Month-to-month,True,Mailed check,64.2,143.65,Yes,No,DSL,No,Yes,No,Yes,No,Yes,False,0-12,3,71.82,0,1,0
2040-OBMLJ,Male,False,False,False,31,One year,False,Credit card (automatic),81.7,2548.65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,False,25-48,1,82.21,0,0,1
6286-ZHAOK,Female,False,True,True,20,Month-to-month,True,Bank transfer (automatic),25.55,507.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,25.37,0,0,0
3807-XHCJH,Female,False,True,True,1,Month-to-month,False,Electronic check,20.0,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.0,0,1,0
3009-JWMPU,Male,False,False,False,62,One year,True,Electronic check,96.75,6125.4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,49+,3,98.8,0,1,1
5671-RQRLP,Female,True,True,False,70,Two year,True,Credit card (automatic),75.65,5411.4,Yes,Yes,Fiber optic,No,No,No,No,No,No,False,49+,0,77.31,0,0,2
1450-GALXR,Female,False,False,False,10,Month-to-month,True,Electronic check,98.5,1058.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,True,0-12,3,105.82,0,1,0
8859-AXJZP,Male,False,True,True,39,Two year,True,Mailed check,23.8,903.8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,23.17,0,1,2
3174-AKMAS,Female,False,True,False,46,Two year,True,Credit card (automatic),64.2,3009.5,Yes,No,DSL,No,Yes,No,Yes,Yes,No,False,25-48,3,65.42,0,0,2
3138-BKYAV,Male,False,False,False,6,Month-to-month,True,Electronic check,85.35,489.45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,True,0-12,2,81.58,0,1,0
9926-PJHDQ,Female,False,True,True,72,Two year,True,Bank transfer (automatic),76.8,5468.45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,False,49+,3,75.95,0,0,2
7382-DFJTU,Male,False,False,False,18,Month-to-month,False,Credit card (automatic),55.2,1058.1,Yes,No,DSL,No,No,Yes,Yes,No,No,False,13-24,2,58.78,0,0,0
2798-NYLMZ,Male,False,True,False,71,Two year,True,Credit card (automatic),108.55,7616.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,False,49+,5,107.27,0,0,2
4289-DTDKW,Male,False,True,False,40,Month-to-month,True,Electronic check,101.3,4113.1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,True,25-48,3,102.83,0,1,0
1820-TQVEV,Male,False,False,False,1,Month-to-month,True,Electronic check,69.55,69.55,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.55,1,1,0
2239-JALAW,Male,False,False,False,58,One year,True,Bank transfer (automatic),103.25,6017.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,49+,4,103.75,0,0,1
4853-RULSV,Male,False,False,False,70,Two year,True,Credit card (automatic),104.0,7250.15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,True,49+,4,103.57,0,0,2
8098-TDCBU,Female,False,True,False,42,Two year,False,Electronic check,25.25,1108.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,26.39,0,1,2
3551-GAEGL,Male,False,True,True,34,One year,False,Bank transfer (automatic),30.4,938.65,No,No phone service,DSL,Yes,No,No,No,No,No,False,25-48,1,27.61,0,0,1
4785-NKHCX,Male,True,False,False,5,Month-to-month,False,Bank transfer (automatic),20.05,94.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,18.83,0,0,0
3196-NVXLZ,Female,False,False,False,25,Month-to-month,True,Mailed check,84.6,2088.05,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,False,25-48,1,83.52,0,1,0
6275-YDUVO,Female,False,False,False,2,Month-to-month,True,Mailed check,86.2,178.7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,True,0-12,2,89.35,1,1,0
0036-IHMOT,Female,False,True,True,55,One year,True,Bank transfer (automatic),103.7,5656.75,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,102.85,0,0,1
0115-TFERT,Male,False,True,False,21,Month-to-month,True,Electronic check,111.2,2317.1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,True,13-24,5,110.34,0,1,0
4178-EGMON,Male,False,True,False,70,Two year,True,Credit card (automatic),88.0,5986.45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,False,49+,3,85.52,0,0,2
4220-TINQT,Female,False,True,False,61,Month-to-month,True,Electronic check,106.35,6751.35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,False,49+,4,110.68,0,1,0
5318-YKDPV,Male,False,True,True,43,Two year,True,Credit card (automatic),79.15,3566.6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,False,25-48,5,82.94,0,0,2
7975-TZMLR,Male,False,False,False,47,One year,True,Electronic check,103.1,4889.3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,25-48,4,104.03,0,1,1
0295-QVKPB,Male,False,False,False,5,Month-to-month,True,Credit card (automatic),63.95,318.1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,False,0-12,3,63.62,0,0,0
4335-BSMJS,Female,False,False,False,62,Two year,True,Credit card (automatic),25.8,1563.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,25.22,0,0,2
2311-QYMUQ,Female,False,True,True,16,Month-to-month,True,Credit card (automatic),89.45,1430.25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,True,13-24,3,89.39,0,0,0
3643-AHCFP,Male,True,True,False,7,Month-to-month,True,Bank transfer (automatic),95.6,644.35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,0-12,2,92.05,0,0,0
9146-JRIOX,Female,False,True,True,14,Month-to-month,False,Mailed check,25.55,372.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,26.6,0,1,0
3104-OWCGK,Male,False,True,True,60,One year,False,Electronic check,90.95,5453.4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,True,49+,3,90.89,0,1,1
5337-IIWKZ,Male,False,True,True,34,Month-to-month,True,Electronic check,44.85,1442.6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,False,25-48,3,42.43,0,1,0
9101-BWFSS,Female,False,True,False,50,One year,False,Electronic check,108.55,5610.7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,True,49+,5,112.21,0,1,1
9650-VBUOG,Male,False,True,True,38,Two year,False,Credit card (automatic),25.05,963.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,25.37,0,0,2
3487-EARAT,Female,False,True,True,70,One year,False,Credit card (automatic),74.1,5222.3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,False,49+,5,74.6,0,0,1
2672-TGEFF,Female,False,True,True,37,Month-to-month,True,Electronic check,88.8,3340.55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,False,25-48,2,90.29,0,1,0
9231-ZJYAM,Female,True,False,False,4,Month-to-month,True,Electronic check,78.85,292.8,Yes,No,Fiber optic,No,No,No,No,Yes,No,True,0-12,1,73.2,1,1,0
4250-WAROZ,Male,True,True,True,60,Month-to-month,True,Electronic check,93.25,5774.55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,False,49+,3,96.24,0,1,0
8184-WMOFI,Male,False,True,True,62,One year,False,Credit card (automatic),71.4,4487.3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,False,49+,4,72.38,0,0,1
6982-SSHFK,Male,False,False,False,1,Month-to-month,False,Mailed check,44.4,44.4,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,44.4,1,1,0
6092-QZVPP,Male,False,False,False,36,Month-to-month,True,Credit card (automatic),79.2,2854.95,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,False,25-48,5,79.3,0,0,0
4625-LAMOB,Male,False,False,False,44,Two year,False,Credit card (automatic),20.4,905.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,20.58,0,0,2
0727-BMPLR,Female,True,False,False,55,One year,True,Electronic check,100.0,5509.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,49+,3,100.17,0,1,1
0392-BZIUW,Female,False,True,False,72,Two year,True,Credit card (automatic),105.0,7589.8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,False,49+,4,105.41,0,0,2
1038-ZAGBI,Female,False,True,True,12,One year,False,Bank transfer (automatic),19.8,229.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,19.13,0,0,1
6549-NNDYT,Female,False,False,False,13,Month-to-month,True,Bank transfer (automatic),30.85,394.1,No,No phone service,DSL,Yes,No,No,No,No,No,False,13-24,1,30.32,0,0,0
3027-ZTDHO,Male,False,False,False,1,Month-to-month,True,Electronic check,89.9,89.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,True,0-12,2,89.9,1,1,0
0422-OHQHQ,Female,False,True,True,15,One year,False,Mailed check,20.55,295.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,19.73,0,1,1
6916-HIJSE,Female,False,False,False,65,Two year,True,Bank transfer (automatic),84.85,5459.2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,83.99,0,0,2
2316-ESMLS,Female,False,True,True,12,One year,False,Credit card (automatic),33.15,444.75,No,No phone service,DSL,Yes,No,No,Yes,No,No,False,0-12,2,37.06,0,0,1
9778-OGKQZ,Male,False,True,False,72,Two year,True,Credit card (automatic),92.0,6782.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,94.2,0,0,2
7408-OFWXJ,Female,False,True,True,72,Two year,False,Credit card (automatic),89.8,6510.45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,90.42,0,0,2
6007-TCTST,Female,False,True,True,72,Two year,True,Bank transfer (automatic),115.8,8476.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,117.73,0,0,2
2252-NKNSI,Male,False,False,True,52,Two year,True,Mailed check,85.15,4461.85,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,False,49+,5,85.8,0,1,2
8713-IGZSO,Male,False,False,False,2,Month-to-month,False,Mailed check,24.85,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,31.0,0,1,0
7905-TVXTA,Female,False,False,False,5,Month-to-month,True,Electronic check,64.35,352.65,Yes,No,DSL,Yes,No,No,Yes,Yes,No,False,0-12,3,70.53,0,1,0
7695-PKLCZ,Female,False,False,False,68,Two year,False,Credit card (automatic),20.5,1424.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,20.95,0,0,2
2382-BCKQJ,Female,False,False,True,62,One year,True,Electronic check,100.15,6413.65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,49+,3,103.45,0,1,1
8374-UULRV,Male,False,False,False,72,Two year,False,Credit card (automatic),86.05,6309.65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,False,49+,5,87.63,0,0,2
2207-NHRJK,Male,False,False,False,1,Month-to-month,False,Electronic check,50.8,50.8,Yes,No,DSL,No,Yes,No,No,No,No,True,0-12,1,50.8,1,1,0
3224-DFQNQ,Female,False,True,False,66,One year,False,Electronic check,89.0,5898.6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,False,49+,3,89.37,0,1,1
5275-PMFUT,Male,False,True,True,72,Two year,True,Credit card (automatic),64.8,4719.75,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,65.55,0,0,2
4795-UXVCJ,Male,False,False,False,26,One year,False,Credit card (automatic),19.8,457.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,17.59,0,0,1
9777-IQHWP,Male,False,True,True,64,Two year,False,Bank transfer (automatic),93.4,5822.3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,False,49+,3,90.97,0,0,2
0947-MUGVO,Male,True,True,False,20,Month-to-month,True,Electronic check,73.65,1463.5,Yes,No,Fiber optic,No,Yes,No,No,No,No,True,13-24,1,73.18,0,1,0
9944-HKVVB,Female,False,False,False,3,Month-to-month,True,Electronic check,95.1,307.4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,True,0-12,3,102.47,1,1,0
4124-MMETB,Male,False,False,False,22,Month-to-month,True,Credit card (automatic),94.65,2104.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,13-24,2,95.66,0,0,0
3671-SHRSP,Male,False,True,False,4,Month-to-month,True,Mailed check,80.6,319.15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,True,0-12,2,79.79,0,1,0
0979-MOZQI,Male,False,True,False,62,Two year,True,Bank transfer (automatic),39.0,2337.45,No,No phone service,DSL,No,No,No,Yes,Yes,No,False,49+,2,37.7,0,0,2
2732-ISEZX,Female,False,False,False,5,Month-to-month,True,Mailed check,20.5,104.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.86,0,1,0
3313-QKNKB,Male,False,True,False,59,One year,False,Electronic check,85.55,5084.65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,True,49+,1,86.18,0,1,1
